2026-09-15 12:02:34.073 IST [7644] FATAL:  pre-existing shared memory block is still in use
2026-09-18 13:18:58.544 IST [3940] LOG:  database system was not properly shut down; automatic recovery in progress
2026-09-18 13:18:58.570 IST [3940] LOG:  redo starts at 0/E6D2638
2026-09-18 13:18:58.570 IST [3940] LOG:  invalid record length at 0/E6D2778: expected at least 24, got 0
2026-09-18 13:18:58.571 IST [3940] LOG:  redo done at 0/E6D2740 system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
2026-09-18 13:18:58.595 IST [21208] LOG:  checkpoint starting: end-of-recovery immediate wait
2026-09-18 13:18:58.678 IST [21208] LOG:  checkpoint complete: wrote 0 buffers (0.0%), wrote 3 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=0.001 s, sync=0.033 s, total=0.105 s; sync files=2, longest=0.022 s, average=0.017 s; distance=0 kB, estimate=0 kB; lsn=0/E6D2778, redo lsn=0/E6D2778
2026-09-18 13:18:58.710 IST [13540] LOG:  database system is ready to accept connections
2026-09-18 13:23:58.694 IST [21208] LOG:  checkpoint starting: time
2026-09-18 13:24:07.723 IST [21208] LOG:  checkpoint complete: wrote 79 buffers (0.5%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=8.501 s, sync=0.463 s, total=9.030 s; sync files=37, longest=0.076 s, average=0.013 s; distance=478 kB, estimate=478 kB; lsn=0/E74A258, redo lsn=0/E74A1C8
2026-09-18 13:28:58.728 IST [21208] LOG:  checkpoint starting: time
2026-09-18 13:29:01.122 IST [21208] LOG:  checkpoint complete: wrote 19 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=2.053 s, sync=0.286 s, total=2.395 s; sync files=15, longest=0.068 s, average=0.020 s; distance=89 kB, estimate=439 kB; lsn=0/E7607D0, redo lsn=0/E760778
2026-09-18 13:33:58.140 IST [21208] LOG:  checkpoint starting: time
2026-09-18 13:34:10.711 IST [21208] LOG:  checkpoint complete: wrote 111 buffers (0.7%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=11.955 s, sync=0.536 s, total=12.571 s; sync files=43, longest=0.047 s, average=0.013 s; distance=722 kB, estimate=722 kB; lsn=0/E8152E8, redo lsn=0/E815258
2026-09-18 13:48:58.749 IST [21208] LOG:  checkpoint starting: time
2026-09-18 13:49:07.606 IST [21208] LOG:  checkpoint complete: wrote 78 buffers (0.5%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=8.404 s, sync=0.393 s, total=8.857 s; sync files=31, longest=0.049 s, average=0.013 s; distance=586 kB, estimate=709 kB; lsn=0/E8A7CA8, redo lsn=0/E8A7C50
2026-09-18 13:53:58.618 IST [21208] LOG:  checkpoint starting: time
2026-09-18 13:54:09.726 IST [21208] LOG:  checkpoint complete: wrote 98 buffers (0.6%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=10.564 s, sync=0.478 s, total=11.109 s; sync files=38, longest=0.025 s, average=0.013 s; distance=664 kB, estimate=704 kB; lsn=0/E94E088, redo lsn=0/E94DFE0
2026-09-18 13:58:58.730 IST [21208] LOG:  checkpoint starting: time
2026-09-18 13:59:06.279 IST [21208] LOG:  checkpoint complete: wrote 65 buffers (0.4%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=7.003 s, sync=0.499 s, total=7.549 s; sync files=36, longest=0.087 s, average=0.014 s; distance=432 kB, estimate=677 kB; lsn=0/E9C9C60, redo lsn=0/E9BA3A0
2026-09-18 14:03:58.294 IST [21208] LOG:  checkpoint starting: time
2026-09-18 14:04:06.467 IST [21208] LOG:  checkpoint complete: wrote 71 buffers (0.4%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=7.653 s, sync=0.459 s, total=8.174 s; sync files=34, longest=0.044 s, average=0.014 s; distance=440 kB, estimate=653 kB; lsn=0/EA287E8, redo lsn=0/EA28758
2026-09-18 14:18:58.504 IST [21208] LOG:  checkpoint starting: time
2026-09-18 14:19:01.874 IST [21208] LOG:  checkpoint complete: wrote 28 buffers (0.2%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=3.016 s, sync=0.285 s, total=3.371 s; sync files=19, longest=0.026 s, average=0.015 s; distance=151 kB, estimate=603 kB; lsn=0/EA4E6F0, redo lsn=0/EA4E698
2026-09-18 14:23:58.886 IST [21208] LOG:  checkpoint starting: time
2026-09-18 14:24:09.583 IST [21208] LOG:  checkpoint complete: wrote 94 buffers (0.6%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=10.118 s, sync=0.486 s, total=10.697 s; sync files=42, longest=0.023 s, average=0.012 s; distance=555 kB, estimate=598 kB; lsn=0/EAD9330, redo lsn=0/EAD92A0
2026-09-18 14:28:58.598 IST [21208] LOG:  checkpoint starting: time
2026-09-18 14:29:01.886 IST [21208] LOG:  checkpoint complete: wrote 27 buffers (0.2%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=2.913 s, sync=0.334 s, total=3.288 s; sync files=14, longest=0.083 s, average=0.024 s; distance=166 kB, estimate=555 kB; lsn=0/EB04A00, redo lsn=0/EB02CA8
2026-09-18 14:33:58.894 IST [21208] LOG:  checkpoint starting: time
2026-09-18 14:34:07.636 IST [21208] LOG:  checkpoint complete: wrote 76 buffers (0.5%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=8.184 s, sync=0.503 s, total=8.742 s; sync files=35, longest=0.047 s, average=0.015 s; distance=487 kB, estimate=548 kB; lsn=0/EB7CC98, redo lsn=0/EB7CC40
2026-09-18 14:38:58.641 IST [21208] LOG:  checkpoint starting: time
2026-09-18 14:39:01.267 IST [21208] LOG:  checkpoint complete: wrote 21 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=2.253 s, sync=0.312 s, total=2.626 s; sync files=14, longest=0.031 s, average=0.023 s; distance=121 kB, estimate=506 kB; lsn=0/EB9B358, redo lsn=0/EB9B2C8
2026-09-18 14:43:58.272 IST [21208] LOG:  checkpoint starting: time
2026-09-18 14:44:04.786 IST [21208] LOG:  checkpoint complete: wrote 54 buffers (0.3%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=5.825 s, sync=0.628 s, total=6.514 s; sync files=32, longest=0.043 s, average=0.020 s; distance=351 kB, estimate=490 kB; lsn=0/EC18DD8, redo lsn=0/EBF30F0
2026-09-18 14:48:58.796 IST [21208] LOG:  checkpoint starting: time
2026-09-18 14:49:02.937 IST [21208] LOG:  checkpoint complete: wrote 35 buffers (0.2%), wrote 2 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=3.768 s, sync=0.308 s, total=4.141 s; sync files=18, longest=0.041 s, average=0.018 s; distance=257 kB, estimate=467 kB; lsn=0/EC338C8, redo lsn=0/EC33838
2026-09-18 14:53:58.949 IST [21208] LOG:  checkpoint starting: time
2026-09-18 14:54:02.495 IST [21208] LOG:  checkpoint complete: wrote 30 buffers (0.2%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=3.239 s, sync=0.241 s, total=3.547 s; sync files=14, longest=0.033 s, average=0.018 s; distance=201 kB, estimate=440 kB; lsn=0/EC65CA8, redo lsn=0/EC65C50
2026-09-18 14:56:32.342 IST [14308] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2026-09-18 14:56:32.342 IST [21148] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2026-09-18 14:56:32.342 IST [18788] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2026-09-18 14:56:32.342 IST [22488] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2026-09-18 14:56:32.342 IST [5232] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2026-09-18 14:56:32.342 IST [1968] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2026-09-18 14:58:58.508 IST [21208] LOG:  checkpoint starting: time
2026-09-18 14:59:10.526 IST [21208] LOG:  checkpoint complete: wrote 107 buffers (0.7%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=11.526 s, sync=0.417 s, total=12.019 s; sync files=35, longest=0.025 s, average=0.012 s; distance=866 kB, estimate=866 kB; lsn=0/ED3E720, redo lsn=0/ED3E690
2026-09-18 15:05:00.652 IST [17136] LOG:  could not receive data from client: An existing connection was forcibly closed by the remote host.
	
2026-09-18 15:08:58.543 IST [21208] LOG:  checkpoint starting: time
2026-09-18 15:09:07.374 IST [21208] LOG:  checkpoint complete: wrote 77 buffers (0.5%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=8.318 s, sync=0.429 s, total=8.832 s; sync files=30, longest=0.043 s, average=0.015 s; distance=520 kB, estimate=831 kB; lsn=0/EDC09D0, redo lsn=0/EDC0978
2026-09-18 15:13:58.393 IST [21208] LOG:  checkpoint starting: time
2026-09-18 15:14:00.919 IST [21208] LOG:  checkpoint complete: wrote 18 buffers (0.1%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=1.941 s, sync=0.505 s, total=2.527 s; sync files=14, longest=0.263 s, average=0.037 s; distance=111 kB, estimate=759 kB; lsn=0/EDDC600, redo lsn=0/EDDC5A8
2026-09-18 15:18:58.937 IST [21208] LOG:  checkpoint starting: time
2026-09-18 15:19:08.845 IST [21208] LOG:  checkpoint complete: wrote 86 buffers (0.5%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=9.263 s, sync=0.567 s, total=9.909 s; sync files=42, longest=0.035 s, average=0.014 s; distance=481 kB, estimate=732 kB; lsn=0/EE54DB8, redo lsn=0/EE54D28
2026-09-18 15:23:58.855 IST [21208] LOG:  checkpoint starting: time
2026-09-18 15:24:02.762 IST [21208] LOG:  checkpoint complete: wrote 32 buffers (0.2%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=3.469 s, sync=0.363 s, total=3.907 s; sync files=21, longest=0.026 s, average=0.018 s; distance=175 kB, estimate=676 kB; lsn=0/EE8F2B0, redo lsn=0/EE80A38
2026-09-18 15:28:58.771 IST [21208] LOG:  checkpoint starting: time
2026-09-18 15:29:02.165 IST [21208] LOG:  checkpoint complete: wrote 28 buffers (0.2%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=3.022 s, sync=0.310 s, total=3.395 s; sync files=17, longest=0.032 s, average=0.019 s; distance=181 kB, estimate=626 kB; lsn=0/EEAE1B8, redo lsn=0/EEAE160
2026-09-18 16:30:17.554 IST [23396] LOG:  starting PostgreSQL 18.4 on x86_64-windows, compiled by msvc-19.44.35227, 64-bit
2026-09-18 16:30:17.554 IST [23396] LOG:  listening on IPv4 address "127.0.0.1", port 55432
2026-09-18 16:30:17.983 IST [3176] LOG:  database system was interrupted; last known up at 2026-09-18 15:29:02 IST
2026-09-18 16:30:18.644 IST [3176] LOG:  database system was not properly shut down; automatic recovery in progress
2026-09-18 16:30:18.667 IST [3176] LOG:  redo starts at 0/EEAE160
2026-09-18 16:30:18.682 IST [3176] LOG:  invalid record length at 0/EF4CB60: expected at least 24, got 0
2026-09-18 16:30:18.682 IST [3176] LOG:  redo done at 0/EF4CB28 system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.01 s
2026-09-18 16:30:18.710 IST [17780] LOG:  checkpoint starting: end-of-recovery immediate wait
2026-09-18 16:30:20.074 IST [17780] LOG:  checkpoint complete: wrote 97 buffers (0.6%), wrote 3 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=0.004 s, sync=1.259 s, total=1.391 s; sync files=52, longest=0.116 s, average=0.025 s; distance=634 kB, estimate=634 kB; lsn=0/EF4CB60, redo lsn=0/EF4CB60
2026-09-18 16:30:20.114 IST [23396] LOG:  database system is ready to accept connections
2026-09-18 16:35:18.084 IST [17780] LOG:  checkpoint starting: time
2026-09-18 16:35:28.889 IST [17780] LOG:  checkpoint complete: wrote 94 buffers (0.6%), wrote 2 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=10.189 s, sync=0.543 s, total=10.806 s; sync files=46, longest=0.025 s, average=0.012 s; distance=664 kB, estimate=664 kB; lsn=0/EFF2F38, redo lsn=0/EFF2EA8
2026-09-18 16:40:18.903 IST [17780] LOG:  checkpoint starting: time
2026-09-18 16:40:22.533 IST [17780] LOG:  checkpoint complete: wrote 30 buffers (0.2%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 1 recycled; write=3.254 s, sync=0.287 s, total=3.631 s; sync files=21, longest=0.023 s, average=0.014 s; distance=159 kB, estimate=614 kB; lsn=0/F01BFD0, redo lsn=0/F01ABB0
2026-09-18 16:50:18.549 IST [17780] LOG:  checkpoint starting: time
2026-09-18 16:50:24.547 IST [17780] LOG:  checkpoint complete: wrote 51 buffers (0.3%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=5.538 s, sync=0.396 s, total=5.998 s; sync files=27, longest=0.045 s, average=0.015 s; distance=287 kB, estimate=581 kB; lsn=0/F062A28, redo lsn=0/F062998
2026-09-18 16:55:18.551 IST [17780] LOG:  checkpoint starting: time
2026-09-18 16:55:26.406 IST [17780] LOG:  checkpoint complete: wrote 68 buffers (0.4%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=7.369 s, sync=0.418 s, total=7.855 s; sync files=32, longest=0.035 s, average=0.014 s; distance=470 kB, estimate=570 kB; lsn=0/F0F8178, redo lsn=0/F0D84C8
2026-09-18 17:00:18.411 IST [17780] LOG:  checkpoint starting: time
2026-09-18 17:00:26.673 IST [17780] LOG:  checkpoint complete: wrote 71 buffers (0.4%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=7.706 s, sync=0.495 s, total=8.262 s; sync files=39, longest=0.034 s, average=0.013 s; distance=446 kB, estimate=558 kB; lsn=0/F147F10, redo lsn=0/F147E80
2026-09-18 17:05:18.685 IST [17780] LOG:  checkpoint starting: time
2026-09-18 17:05:24.682 IST [17780] LOG:  checkpoint complete: wrote 51 buffers (0.3%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=5.526 s, sync=0.389 s, total=5.998 s; sync files=28, longest=0.025 s, average=0.014 s; distance=294 kB, estimate=531 kB; lsn=0/F192B08, redo lsn=0/F191750
2026-09-18 17:10:18.697 IST [17780] LOG:  checkpoint starting: time
2026-09-18 17:10:29.106 IST [17780] LOG:  checkpoint complete: wrote 92 buffers (0.6%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=9.975 s, sync=0.382 s, total=10.409 s; sync files=30, longest=0.046 s, average=0.013 s; distance=681 kB, estimate=681 kB; lsn=0/F24B680, redo lsn=0/F23BDA8
2026-09-19 10:49:00.912 IST [27420] LOG:  starting PostgreSQL 18.4 on x86_64-windows, compiled by msvc-19.44.35227, 64-bit
2026-09-19 10:49:00.913 IST [27420] LOG:  listening on IPv4 address "127.0.0.1", port 55432
2026-09-19 10:49:00.983 IST [27592] LOG:  database system was interrupted; last known up at 2026-09-18 17:10:29 IST
2026-09-19 10:49:01.391 IST [27592] LOG:  database system was not properly shut down; automatic recovery in progress
2026-09-19 10:49:01.416 IST [27592] LOG:  redo starts at 0/F23BDA8
2026-09-19 10:49:01.431 IST [27592] LOG:  invalid record length at 0/F24B7C0: expected at least 24, got 0
2026-09-19 10:49:01.431 IST [27592] LOG:  redo done at 0/F24B788 system usage: CPU: user: 0.00 s, system: 0.01 s, elapsed: 0.01 s
2026-09-19 10:49:01.458 IST [27548] LOG:  checkpoint starting: end-of-recovery immediate wait
2026-09-19 10:49:01.715 IST [27548] LOG:  checkpoint complete: wrote 10 buffers (0.1%), wrote 3 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=0.004 s, sync=0.178 s, total=0.282 s; sync files=9, longest=0.023 s, average=0.020 s; distance=62 kB, estimate=62 kB; lsn=0/F24B7C0, redo lsn=0/F24B7C0
2026-09-19 10:49:01.813 IST [27420] LOG:  database system is ready to accept connections
2026-09-19 10:54:01.729 IST [27548] LOG:  checkpoint starting: time
2026-09-19 10:54:11.689 IST [27548] LOG:  checkpoint complete: wrote 85 buffers (0.5%), wrote 1 SLRU buffers; 0 WAL file(s) added, 0 removed, 0 recycled; write=9.186 s, sync=0.689 s, total=9.961 s; sync files=56, longest=0.023 s, average=0.013 s; distance=490 kB, estimate=490 kB; lsn=0/F2C6D68, redo lsn=0/F2C6398
2026-09-19 10:59:01.706 IST [27548] LOG:  checkpoint starting: time
